Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C,Year,Month,Day,DayOfYear,Temperature_Range,Comfort_Index,Season,Weather_Severity,Pressure_Category
Uttarakhand,2024-03-27,26.2,0.5,27.6,21.2,35.0,29.5,863.9,26.2,2024,3,27,87,13.8,0,Spring,0,Low
West Bengal,2024-03-27,32.3,0.0,63.7,22.9,41.3,18.7,1008.0,32.3,2024,3,27,87,18.4,0,Spring,0,Normal
Andaman and Nicobar Islands,2024-03-27,29.9,0.0,87.5,27.4,30.5,25.2,1003.5,33.35666666666667,2024,3,27,87,3.1000000000000014,0,Spring,0,Normal
Chandigarh,2024-03-27,34.9,0.0,39.7,32.2,38.9,7.8,984.5,34.9,2024,3,27,87,6.699999999999996,0,Spring,0,Low
Dadra and Nagar Haveli and Daman and Diu,2024-03-27,41.2,0.0,71.9,36.8,46.1,19.2,1009.1,41.2,2024,3,27,87,9.300000000000004,0,Spring,2,Normal
Delhi,2024-03-27,33.0,0.0,20.5,25.4,41.0,11.2,997.3,33.0,2024,3,27,87,15.600000000000001,0,Spring,0,Low
Jammu and Kashmir,2024-03-27,18.8,0.3,57.2,14.8,27.4,33.2,850.0,18.8,2024,3,27,87,12.599999999999998,1,Spring,1,Low
Ladakh,2024-03-27,0.2,0.4,15.0,-6.3,6.2,22.1,850.0,0.2,2024,3,27,87,12.5,0,Spring,0,Low
Lakshadweep,2024-03-27,23.4,0.0,95.0,22.7,27.5,27.4,1020.1,23.4,2024,3,27,87,4.800000000000001,0,Spring,0,High
Puducherry,2024-03-27,33.1,0.7,79.7,29.9,38.6,23.8,1010.3,33.11000000000001,2024,3,27,87,8.700000000000003,0,Spring,0,Normal
Andhra Pradesh,2024-03-28,37.5,0.7,54.8,28.7,45.9,16.8,997.4,37.5,2024,3,28,88,17.2,0,Spring,1,Low
Arunachal Pradesh,2024-03-28,19.2,1.0,46.3,18.4,27.1,32.9,850.0,19.2,2024,3,28,88,8.700000000000003,1,Spring,1,Low
Assam,2024-03-28,37.9,0.3,59.0,32.0,41.3,19.3,1006.6,37.9,2024,3,28,88,9.299999999999997,0,Spring,1,Normal
Bihar,2024-03-28,40.4,0.0,37.7,36.2,44.6,12.0,1000.8,40.4,2024,3,28,88,8.399999999999999,0,Spring,2,Normal
Chhattisgarh,2024-03-28,41.6,0.2,46.6,37.2,48.0,5.3,983.9,41.6,2024,3,28,88,10.799999999999997,0,Spring,2,Low
Goa,2024-03-28,29.0,5.4,88.0,28.2,31.3,22.9,1013.5,36.6,2024,3,28,88,3.1000000000000014,0,Spring,0,Normal
Gujarat,2024-03-28,41.6,0.0,15.0,32.9,50.5,17.6,1003.2,41.6,2024,3,28,88,17.6,0,Spring,2,Normal
Haryana,2024-03-28,33.7,0.6,33.3,27.9,40.9,8.2,989.6,33.7,2024,3,28,88,13.0,0,Spring,0,Low
Himachal Pradesh,2024-03-28,13.0,38.1,62.4,1.4,24.5,32.7,850.0,13.0,2024,3,28,88,23.1,0,Spring,1,Low
Jharkhand,2024-03-28,46.1,0.0,33.9,36.8,51.6,11.1,987.3,46.1,2024,3,28,88,14.800000000000004,0,Spring,2,Low
Karnataka,2024-03-28,27.0,0.0,43.8,26.3,29.4,18.5,927.5,27.0,2024,3,28,88,3.099999999999998,1,Spring,0,Low
Kerala,2024-03-28,31.5,0.0,82.5,27.3,36.8,20.6,996.4,32.92777777777778,2024,3,28,88,9.499999999999996,0,Spring,0,Low
Madhya Pradesh,2024-03-28,38.7,0.1,36.1,33.3,44.8,18.4,968.7,38.7,2024,3,28,88,11.5,0,Spring,1,Low
Maharashtra,2024-03-28,29.8,1.3,52.4,25.3,35.9,15.6,938.8,31.2,2024,3,28,88,10.599999999999998,0,Spring,0,Low
Manipur,2024-03-28,25.6,35.0,57.1,21.6,32.3,15.1,907.4,25.6,2024,3,28,88,10.699999999999996,1,Spring,0,Low
Meghalaya,2024-03-28,27.7,1.1,67.3,20.0,34.9,11.9,864.9,29.8,2024,3,28,88,14.899999999999999,1,Spring,0,Low
Mizoram,2024-03-28,28.9,0.4,70.7,25.2,33.0,14.1,894.9,32.7,2024,3,28,88,7.800000000000001,0,Spring,0,Low
Nagaland,2024-03-28,31.4,1.0,63.3,24.5,36.7,12.0,870.8,31.4,2024,3,28,88,12.200000000000003,0,Spring,0,Low
Odisha,2024-03-28,41.1,0.6,48.2,32.8,47.1,30.1,1002.7,41.1,2024,3,28,88,14.300000000000004,0,Spring,3,Normal
Punjab,2024-03-28,42.6,0.0,35.3,37.0,48.1,11.8,982.6,42.6,2024,3,28,88,11.100000000000001,0,Spring,2,Low
Rajasthan,2024-03-28,49.3,0.0,15.0,41.0,56.0,19.0,982.3,49.3,2024,3,28,88,15.0,0,Spring,2,Low
Sikkim,2024-03-28,12.0,0.2,54.8,2.7,22.3,29.7,850.0,12.0,2024,3,28,88,19.6,0,Spring,0,Low
Tamil Nadu,2024-03-28,39.6,0.9,70.5,33.2,42.1,15.2,993.2,39.6,2024,3,28,88,8.899999999999999,0,Spring,1,Low
Telangana,2024-03-28,38.3,0.0,19.8,30.3,46.6,12.2,964.0,38.3,2024,3,28,88,16.3,0,Spring,1,Low
Tripura,2024-03-28,34.3,0.4,63.0,28.8,41.2,7.8,1006.4,34.3,2024,3,28,88,12.400000000000002,0,Spring,0,Normal
Uttar Pradesh,2024-03-28,44.8,1.7,35.8,39.1,50.1,7.4,985.3,44.8,2024,3,28,88,11.0,0,Spring,2,Low
Uttarakhand,2024-03-28,28.8,0.0,45.1,24.6,33.8,29.7,860.5,28.8,2024,3,28,88,9.199999999999996,0,Spring,0,Low
West Bengal,2024-03-28,32.9,0.7,63.2,29.7,37.3,23.4,1012.1,32.9,2024,3,28,88,7.599999999999998,0,Spring,0,Normal
Andaman and Nicobar Islands,2024-03-28,29.3,8.6,83.9,23.1,34.9,21.8,1008.2,36.6,2024,3,28,88,11.799999999999997,0,Spring,0,Normal
Chandigarh,2024-03-28,39.1,0.0,33.0,33.9,42.5,13.8,970.4,39.1,2024,3,28,88,8.600000000000001,0,Spring,1,Low
Dadra and Nagar Haveli and Daman and Diu,2024-03-28,46.4,0.1,66.3,41.0,52.5,16.2,1012.9,46.4,2024,3,28,88,11.5,0,Spring,2,Normal
Delhi,2024-03-28,44.3,4.9,15.0,38.6,51.4,11.7,985.4,44.3,2024,3,28,88,12.799999999999997,0,Spring,2,Low
Jammu and Kashmir,2024-03-28,22.5,1.3,60.3,18.2,29.2,33.9,850.0,22.5,2024,3,28,88,11.0,1,Spring,1,Low
Ladakh,2024-03-28,12.0,0.0,15.0,5.7,19.6,16.5,850.0,12.0,2024,3,28,88,13.900000000000002,0,Spring,0,Low
Lakshadweep,2024-03-28,27.2,0.0,98.0,24.7,29.5,25.6,1010.0,33.1,2024,3,28,88,4.800000000000001,0,Spring,0,Normal
Puducherry,2024-03-28,27.3,0.4,83.3,23.3,31.6,20.7,1012.7,30.8,2024,3,28,88,8.3,0,Spring,0,Normal
Andhra Pradesh,2024-03-29,38.7,1.0,54.8,32.8,42.7,18.6,999.6,38.7,2024,3,29,89,9.900000000000006,0,Spring,1,Low
Arunachal Pradesh,2024-03-29,15.8,1.4,43.2,7.6,24.9,30.6,850.0,15.8,2024,3,29,89,17.299999999999997,0,Spring,1,Low
Assam,2024-03-29,33.0,0.0,54.5,25.0,38.9,3.2,1009.9,37.5,2024,3,29,89,13.899999999999999,0,Spring,0,Normal
Bihar,2024-03-29,46.3,0.0,50.3,42.7,49.1,14.3,1010.3,46.3,2024,3,29,89,6.399999999999999,0,Spring,2,Normal
Chhattisgarh,2024-03-29,28.7,0.0,58.3,21.4,38.2,4.3,974.0,30.3,2024,3,29,89,16.800000000000004,0,Spring,0,Low
Goa,2024-03-29,31.2,0.1,88.4,26.3,37.1,22.1,1021.5,34.38666666666667,2024,3,29,89,10.8,0,Spring,0,High
Gujarat,2024-03-29,40.8,0.4,15.0,28.4,54.2,20.2,981.0,40.8,2024,3,29,89,25.800000000000004,0,Spring,2,Low
Haryana,2024-03-29,38.7,0.3,15.0,33.0,41.3,3.9,988.7,38.7,2024,3,29,89,8.299999999999997,0,Spring,1,Low
Himachal Pradesh,2024-03-29,14.8,0.3,42.6,4.0,22.9,30.7,850.0,14.8,2024,3,29,89,18.9,0,Spring,1,Low
Jharkhand,2024-03-29,38.7,0.0,52.1,36.0,40.6,13.9,981.8,38.7,2024,3,29,89,4.600000000000001,0,Spring,1,Low
Karnataka,2024-03-29,41.9,0.0,28.9,34.5,51.5,13.0,929.3,41.9,2024,3,29,89,17.0,0,Spring,2,Low
Kerala,2024-03-29,34.1,0.2,85.1,30.9,37.4,25.2,1006.3,35.21000000000001,2024,3,29,89,6.5,0,Spring,0,Normal
Madhya Pradesh,2024-03-29,36.2,2.4,46.1,30.3,43.9,17.9,951.3,36.2,2024,3,29,89,13.599999999999998,0,Spring,1,Low
Maharashtra,2024-03-29,33.5,0.5,32.9,28.7,36.9,19.7,935.1,33.5,2024,3,29,89,8.2,0,Spring,0,Low
Manipur,2024-03-29,33.6,0.0,44.3,24.2,41.8,6.9,920.8,35.8,2024,3,29,89,17.599999999999998,0,Spring,0,Low
Meghalaya,2024-03-29,26.5,0.5,70.0,23.9,30.4,12.9,867.4,26.5,2024,3,29,89,6.5,1,Spring,0,Low
Mizoram,2024-03-29,26.2,0.0,49.0,16.9,36.8,6.2,898.9,26.2,2024,3,29,89,19.9,1,Spring,0,Low
Nagaland,2024-03-29,22.5,2.1,70.5,18.4,26.1,12.1,856.5,22.5,2024,3,29,89,7.700000000000003,0,Spring,0,Low
Odisha,2024-03-29,37.2,3.4,50.1,32.7,38.8,26.9,1009.1,37.2,2024,3,29,89,6.099999999999994,0,Spring,1,Normal
Punjab,2024-03-29,36.5,0.0,32.4,33.1,44.7,4.0,990.7,36.5,2024,3,29,89,11.600000000000001,0,Spring,1,Low
Rajasthan,2024-03-29,45.2,1.0,15.0,39.5,53.1,15.1,967.9,45.2,2024,3,29,89,13.600000000000001,0,Spring,2,Low
Sikkim,2024-03-29,21.1,0.0,46.7,16.8,26.2,29.3,850.0,21.1,2024,3,29,89,9.399999999999999,1,Spring,0,Low
Tamil Nadu,2024-03-29,35.7,0.2,74.5,34.5,37.8,20.5,1006.4,35.7,2024,3,29,89,3.299999999999997,0,Spring,1,Normal
Telangana,2024-03-29,32.6,0.0,25.9,25.7,38.4,18.9,956.9,32.6,2024,3,29,89,12.7,0,Spring,0,Low
Tripura,2024-03-29,38.4,0.0,43.7,28.6,45.4,12.7,997.7,38.4,2024,3,29,89,16.799999999999997,0,Spring,1,Low
Uttar Pradesh,2024-03-29,38.8,1.4,39.5,30.1,45.5,13.1,992.1,38.8,2024,3,29,89,15.399999999999999,0,Spring,1,Low
Uttarakhand,2024-03-29,29.7,0.7,37.0,25.4,34.5,29.8,870.3,29.7,2024,3,29,89,9.100000000000001,0,Spring,0,Low
West Bengal,2024-03-29,35.3,0.1,61.5,26.8,43.6,15.1,1022.4,35.3,2024,3,29,89,16.8,0,Spring,1,High
Andaman and Nicobar Islands,2024-03-29,26.2,0.0,93.0,21.3,29.7,29.1,1002.5,26.2,2024,3,29,89,8.399999999999999,0,Spring,0,Normal
Chandigarh,2024-03-29,37.1,0.6,55.7,33.9,40.5,12.6,972.4,37.1,2024,3,29,89,6.600000000000001,0,Spring,1,Low
Dadra and Nagar Haveli and Daman and Diu,2024-03-29,36.7,1.0,67.7,33.6,36.7,29.2,1006.0,36.7,2024,3,29,89,3.1000000000000014,0,Spring,1,Normal
Delhi,2024-03-29,40.6,0.0,19.4,38.4,44.6,9.8,996.6,40.6,2024,3,29,89,6.200000000000003,0,Spring,2,Low
Jammu and Kashmir,2024-03-29,14.4,0.7,62.7,12.2,18.3,25.9,850.0,14.4,2024,3,29,89,6.100000000000001,0,Spring,0,Low
Ladakh,2024-03-29,7.2,0.0,15.0,-7.1,21.4,23.4,850.0,7.2,2024,3,29,89,28.5,0,Spring,0,Low
Lakshadweep,2024-03-29,26.3,0.0,93.4,23.6,30.3,21.2,1017.3,26.3,2024,3,29,89,6.699999999999999,0,Spring,0,Normal
Puducherry,2024-03-29,30.8,0.0,70.7,29.0,34.3,19.2,1007.0,30.8,2024,3,29,89,5.299999999999997,0,Spring,0,Normal
Andhra Pradesh,2024-03-30,36.3,1.4,58.7,29.2,40.8,12.0,997.4,36.3,2024,3,30,90,11.599999999999998,0,Spring,1,Low
Arunachal Pradesh,2024-03-30,19.0,0.0,41.5,14.5,20.5,27.8,850.0,19.0,2024,3,30,90,6.0,1,Spring,0,Low
Assam,2024-03-30,34.1,0.3,61.0,24.2,43.9,10.1,1001.2,34.1,2024,3,30,90,19.7,0,Spring,0,Normal
Bihar,2024-03-30,39.3,4.6,46.6,30.9,46.8,7.5,997.4,39.3,2024,3,30,90,15.899999999999999,0,Spring,1,Low
Chhattisgarh,2024-03-30,29.6,0.2,51.2,22.5,37.3,12.3,977.9,30.7,2024,3,30,90,14.799999999999997,0,Spring,0,Low
Goa,2024-03-30,34.4,12.1,74.9,30.4,40.8,19.7,1007.9,34.4,2024,3,30,90,10.399999999999999,0,Spring,0,Normal
Gujarat,2024-03-30,41.0,0.3,15.0,28.9,55.7,11.1,995.7,41.0,2024,3,30,90,26.800000000000004,0,Spring,2,Low
Haryana,2024-03-30,40.9,0.0,15.0,33.1,51.4,5.5,996.8,40.9,2024,3,30,90,18.299999999999997,0,Spring,2,Low
Himachal Pradesh,2024-03-30,15.1,0.0,61.1,8.5,20.6,28.1,850.0,15.1,2024,3,30,90,12.100000000000001,0,Spring,0,Low
Jharkhand,2024-03-30,34.2,1.5,43.5,28.3,41.2,4.0,980.3,36.7,2024,3,30,90,12.900000000000002,0,Spring,0,Low
Karnataka,2024-03-30,24.2,0.2,56.7,18.9,27.9,20.7,933.1,24.2,2024,3,30,90,9.0,1,Spring,0,Low
Kerala,2024-03-30,33.6,0.0,76.3,25.4,39.6,22.7,1006.0,33.6,2024,3,30,90,14.200000000000003,0,Spring,0,Normal
Madhya Pradesh,2024-03-30,36.6,0.9,35.5,29.7,41.6,13.5,956.3,36.6,2024,3,30,90,11.900000000000002,0,Spring,1,Low
Maharashtra,2024-03-30,33.8,1.4,34.1,27.4,39.7,18.3,936.3,33.8,2024,3,30,90,12.300000000000004,0,Spring,0,Low
Manipur,2024-03-30,24.8,0.0,56.4,21.6,28.5,8.4,919.9,24.8,2024,3,30,90,6.899999999999999,1,Spring,0,Low
Meghalaya,2024-03-30,29.7,1.0,55.4,24.3,38.8,11.4,873.9,31.5,2024,3,30,90,14.499999999999996,0,Spring,0,Low
Mizoram,2024-03-30,31.4,0.0,42.2,21.7,39.8,9.3,894.6,31.8,2024,3,30,90,18.099999999999998,0,Spring,0,Low
Nagaland,2024-03-30,31.5,0.4,45.7,22.1,41.3,6.8,856.6,32.5,2024,3,30,90,19.199999999999996,0,Spring,0,Low
Odisha,2024-03-30,30.5,0.0,63.2,20.9,37.2,15.5,1000.1,34.6,2024,3,30,90,16.300000000000004,0,Spring,0,Normal
Punjab,2024-03-30,46.0,0.6,22.9,38.9,53.8,16.2,995.4,46.0,2024,3,30,90,14.899999999999999,0,Spring,2,Low
Rajasthan,2024-03-30,48.3,0.0,15.0,37.2,61.7,13.8,987.0,48.3,2024,3,30,90,24.5,0,Spring,2,Low
Sikkim,2024-03-30,11.9,0.0,51.0,2.0,19.9,23.4,850.0,11.9,2024,3,30,90,17.9,0,Spring,0,Low
Tamil Nadu,2024-03-30,35.4,0.0,91.5,32.1,37.2,24.5,1004.5,37.76777777777777,2024,3,30,90,5.100000000000001,0,Spring,1,Normal
Telangana,2024-03-30,47.7,0.3,15.0,39.2,56.6,4.7,952.2,47.7,2024,3,30,90,17.4,0,Spring,2,Low
Tripura,2024-03-30,40.3,0.0,41.2,32.6,47.1,9.3,996.0,40.3,2024,3,30,90,14.5,0,Spring,2,Low
Uttar Pradesh,2024-03-30,42.3,1.8,30.2,40.5,45.3,10.0,985.7,42.3,2024,3,30,90,4.799999999999997,0,Spring,2,Low
Uttarakhand,2024-03-30,29.9,0.0,39.8,24.8,36.6,27.8,859.0,29.9,2024,3,30,90,11.8,0,Spring,0,Low
West Bengal,2024-03-30,34.3,40.5,73.1,25.5,38.8,22.4,1000.8,34.3,2024,3,30,90,13.299999999999997,0,Spring,0,Normal
Andaman and Nicobar Islands,2024-03-30,38.7,0.2,86.7,37.3,44.8,27.9,1007.8,38.7,2024,3,30,90,7.5,0,Spring,1,Normal
Chandigarh,2024-03-30,38.6,0.0,32.5,31.0,47.3,11.8,979.9,38.6,2024,3,30,90,16.299999999999997,0,Spring,1,Low
Dadra and Nagar Haveli and Daman and Diu,2024-03-30,29.4,0.5,78.5,26.5,32.5,16.0,1005.3,30.556666666666665,2024,3,30,90,6.0,0,Spring,0,Normal
Delhi,2024-03-30,43.9,0.0,17.0,36.8,53.8,7.3,995.6,43.9,2024,3,30,90,17.0,0,Spring,2,Low
Jammu and Kashmir,2024-03-30,19.4,1.8,46.6,15.2,23.6,23.9,850.0,19.4,2024,3,30,90,8.400000000000002,1,Spring,0,Low
Ladakh,2024-03-30,10.6,1.2,15.0,0.8,19.9,16.7,850.0,10.6,2024,3,30,90,19.099999999999998,0,Spring,0,Low
Lakshadweep,2024-03-30,35.0,0.6,90.9,31.0,36.8,26.7,1017.5,37.361111111111114,2024,3,30,90,5.799999999999997,0,Spring,0,Normal
Puducherry,2024-03-30,33.2,0.4,98.0,32.8,35.4,23.1,1015.0,38.25333333333333,2024,3,30,90,2.6000000000000014,0,Spring,0,Normal
Andhra Pradesh,2024-03-31,36.1,0.5,67.2,31.3,41.0,22.9,996.7,36.1,2024,3,31,91,9.7,0,Spring,1,Low
Arunachal Pradesh,2024-03-31,15.3,0.0,55.1,11.1,18.4,29.5,850.0,15.3,2024,3,31,91,7.299999999999999,0,Spring,0,Low
Assam,2024-03-31,39.5,0.0,49.4,32.1,44.4,17.7,1013.0,39.5,2024,3,31,91,12.299999999999997,0,Spring,1,Normal
Bihar,2024-03-31,37.6,1.1,47.2,35.1,41.4,12.7,1013.1,37.6,2024,3,31,91,6.299999999999997,0,Spring,1,Normal
Chhattisgarh,2024-03-31,38.2,0.0,56.9,32.1,42.3,11.0,977.0,38.2,2024,3,31,91,10.199999999999996,0,Spring,1,Low
Goa,2024-03-31,27.6,0.0,83.1,23.0,31.3,15.4,1006.4,31.5,2024,3,31,91,8.3,0,Spring,0,Normal
Gujarat,2024-03-31,41.8,0.0,15.0,27.3,56.0,20.4,1001.6,41.8,2024,3,31,91,28.7,0,Spring,2,Normal
Haryana,2024-03-31,41.5,1.3,21.4,37.3,47.7,7.2,988.6,41.5,2024,3,31,91,10.400000000000006,0,Spring,2,Low
Himachal Pradesh,2024-03-31,13.0,1.7,44.7,9.7,22.6,29.6,850.0,13.0,2024,3,31,91,12.900000000000002,0,Spring,0,Low
Jharkhand,2024-03-31,37.5,0.0,47.9,34.4,40.9,7.3,974.1,37.5,2024,3,31,91,6.5,0,Spring,1,Low
Karnataka,2024-03-31,30.3,0.0,52.0,25.9,34.7,13.9,909.2,31.8,2024,3,31,91,8.800000000000004,0,Spring,0,Low
Kerala,2024-03-31,37.1,1.0,85.6,34.5,42.1,18.5,1000.0,37.148888888888884,2024,3,31,91,7.600000000000001,0,Spring,1,Low
Madhya Pradesh,2024-03-31,38.8,4.6,46.1,29.5,46.0,8.3,945.4,38.8,2024,3,31,91,16.5,0,Spring,1,Low
Maharashtra,2024-03-31,34.3,6.7,27.3,32.0,37.9,22.3,946.3,34.3,2024,3,31,91,5.899999999999999,0,Spring,0,Low
Manipur,2024-03-31,29.7,6.7,62.9,18.8,37.1,7.5,916.4,32.8,2024,3,31,91,18.3,0,Spring,0,Low
Meghalaya,2024-03-31,29.1,0.0,61.0,20.3,36.3,12.8,862.5,31.3,2024,3,31,91,15.999999999999996,0,Spring,0,Low
Mizoram,2024-03-31,36.3,1.0,55.1,33.5,38.9,14.9,897.5,36.3,2024,3,31,91,5.399999999999999,0,Spring,1,Low
Nagaland,2024-03-31,28.1,0.0,64.9,23.1,33.8,10.6,874.2,30.2,2024,3,31,91,10.699999999999996,0,Spring,0,Low
Odisha,2024-03-31,34.3,0.2,53.1,26.6,40.6,17.7,1004.1,34.3,2024,3,31,91,14.0,0,Spring,0,Normal
Punjab,2024-03-31,39.7,1.9,36.7,34.0,42.9,19.4,979.2,39.7,2024,3,31,91,8.899999999999999,0,Spring,1,Low
Rajasthan,2024-03-31,51.0,0.2,15.0,36.4,62.5,17.8,986.1,51.0,2024,3,31,91,26.1,0,Spring,2,Low
Sikkim,2024-03-31,19.3,0.0,47.1,14.4,25.8,34.0,850.0,19.3,2024,3,31,91,11.4,1,Spring,1,Low
Tamil Nadu,2024-03-31,33.8,0.0,71.9,29.8,38.1,21.4,1000.7,33.8,2024,3,31,91,8.3,0,Spring,0,Normal
Telangana,2024-03-31,32.5,0.0,32.8,22.5,42.9,8.9,965.0,32.5,2024,3,31,91,20.4,0,Spring,0,Low
Tripura,2024-03-31,40.2,1.3,51.0,33.7,44.9,15.7,1000.6,40.2,2024,3,31,91,11.199999999999996,0,Spring,2,Normal
Uttar Pradesh,2024-03-31,38.1,0.8,39.3,36.2,43.4,13.2,996.8,38.1,2024,3,31,91,7.199999999999996,0,Spring,1,Low
Uttarakhand,2024-03-31,27.6,0.0,40.5,18.7,35.5,39.6,850.0,27.6,2024,3,31,91,16.8,1,Spring,1,Low
West Bengal,2024-03-31,35.4,0.0,51.1,31.7,36.2,19.3,1018.3,35.4,2024,3,31,91,4.5000000000000036,0,Spring,1,Normal
Andaman and Nicobar Islands,2024-03-31,28.9,0.0,89.9,26.8,31.4,25.6,1013.3,36.8,2024,3,31,91,4.599999999999998,0,Spring,0,Normal
Chandigarh,2024-03-31,41.7,0.5,28.3,36.3,47.5,13.7,966.5,41.7,2024,3,31,91,11.200000000000003,0,Spring,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-03-31,38.2,0.5,72.0,34.8,42.7,19.0,1005.6,38.2,2024,3,31,91,7.900000000000006,0,Spring,1,Normal
Delhi,2024-03-31,45.3,0.0,15.0,39.8,50.8,7.0,994.1,45.3,2024,3,31,91,11.0,0,Spring,2,Low
Jammu and Kashmir,2024-03-31,18.6,0.0,37.2,15.3,22.0,36.6,850.0,18.6,2024,3,31,91,6.699999999999999,0,Spring,1,Low
Ladakh,2024-03-31,1.4,2.1,15.0,-2.8,10.4,19.2,850.0,1.4,2024,3,31,91,13.2,0,Spring,0,Low
Lakshadweep,2024-03-31,35.4,25.5,79.7,31.7,37.2,27.1,988.7,35.4,2024,3,31,91,5.5000000000000036,0,Spring,1,Low
Puducherry,2024-03-31,39.3,1.3,74.8,38.8,43.0,23.0,1008.0,39.3,2024,3,31,91,4.200000000000003,0,Spring,1,Normal
Andhra Pradesh,2024-04-01,39.6,0.1,45.9,32.8,46.2,32.3,998.5,39.6,2024,4,1,92,13.400000000000006,0,Summer,2,Low
Arunachal Pradesh,2024-04-01,14.6,0.1,36.2,10.7,17.3,43.6,850.0,14.6,2024,4,1,92,6.600000000000001,0,Summer,1,Low
Assam,2024-04-01,36.2,1.4,50.2,27.0,44.1,16.7,1017.3,36.2,2024,4,1,92,17.1,0,Summer,1,Normal
Bihar,2024-04-01,43.0,0.0,56.1,37.9,45.4,52.6,1003.7,43.0,2024,4,1,92,7.5,0,Summer,3,Normal
Chhattisgarh,2024-04-01,40.5,0.0,39.8,35.3,45.4,15.2,968.7,40.5,2024,4,1,92,10.100000000000001,0,Summer,2,Low
Goa,2024-04-01,33.3,0.4,91.0,29.6,37.5,27.2,1023.1,36.36888888888889,2024,4,1,92,7.899999999999999,0,Summer,0,High
Gujarat,2024-04-01,42.1,0.2,15.0,34.4,49.1,12.7,984.2,42.1,2024,4,1,92,14.700000000000003,0,Summer,2,Low
Haryana,2024-04-01,36.9,6.3,41.4,32.9,38.4,27.7,979.7,41.6,2024,4,1,92,5.5,0,Summer,2,Low
Himachal Pradesh,2024-04-01,18.2,1.5,43.2,13.2,20.8,40.9,850.0,18.2,2024,4,1,92,7.600000000000001,1,Summer,1,Low
Jharkhand,2024-04-01,37.7,0.0,56.3,27.8,44.6,12.1,976.6,37.7,2024,4,1,92,16.8,0,Summer,1,Low
Karnataka,2024-04-01,30.7,7.3,53.4,25.9,37.7,24.1,928.8,32.8,2024,4,1,92,11.800000000000004,0,Summer,0,Low
Kerala,2024-04-01,46.3,0.0,68.6,40.8,49.5,23.3,1007.0,46.3,2024,4,1,92,8.700000000000003,0,Summer,2,Normal
Madhya Pradesh,2024-04-01,31.2,0.0,44.0,28.2,35.0,7.4,947.5,31.9,2024,4,1,92,6.800000000000001,0,Summer,0,Low
Maharashtra,2024-04-01,32.2,0.0,20.9,26.4,38.3,19.5,956.4,32.2,2024,4,1,92,11.899999999999999,0,Summer,0,Low
Manipur,2024-04-01,25.7,0.0,67.0,21.7,26.8,19.8,913.7,25.7,2024,4,1,92,5.100000000000001,1,Summer,0,Low
Meghalaya,2024-04-01,23.1,1.2,53.4,18.6,29.4,10.6,872.7,23.1,2024,4,1,92,10.799999999999997,1,Summer,0,Low
Mizoram,2024-04-01,31.8,0.0,52.4,27.3,37.7,18.2,898.9,34.6,2024,4,1,92,10.400000000000002,0,Summer,0,Low
Nagaland,2024-04-01,32.9,17.5,59.4,26.0,40.5,19.5,863.7,32.9,2024,4,1,92,14.5,0,Summer,0,Low
Odisha,2024-04-01,46.2,0.0,42.8,37.7,52.3,23.3,1000.8,46.2,2024,4,1,92,14.599999999999994,0,Summer,2,Normal
Punjab,2024-04-01,40.5,0.0,28.0,35.8,45.5,20.8,989.1,40.5,2024,4,1,92,9.700000000000003,0,Summer,2,Low
Rajasthan,2024-04-01,47.7,1.5,15.0,33.2,61.3,28.1,984.6,47.7,2024,4,1,92,28.099999999999994,0,Summer,2,Low
Sikkim,2024-04-01,16.2,0.0,70.7,7.6,23.4,41.4,850.0,16.2,2024,4,1,92,15.799999999999999,0,Summer,1,Low
Tamil Nadu,2024-04-01,41.2,6.1,75.4,39.0,43.8,28.6,1011.4,41.2,2024,4,1,92,4.799999999999997,0,Summer,2,Normal
Telangana,2024-04-01,40.9,0.0,19.5,32.3,49.6,17.3,966.9,40.9,2024,4,1,92,17.300000000000004,0,Summer,2,Low
Tripura,2024-04-01,38.0,0.0,69.4,29.7,43.8,11.8,1012.4,38.0,2024,4,1,92,14.099999999999998,0,Summer,1,Normal
Uttar Pradesh,2024-04-01,45.8,0.0,44.3,40.3,47.4,21.4,1004.0,45.8,2024,4,1,92,7.100000000000001,0,Summer,2,Normal
Uttarakhand,2024-04-01,24.8,1.8,45.3,22.3,30.1,30.4,860.2,24.8,2024,4,1,92,7.800000000000001,1,Summer,1,Low
West Bengal,2024-04-01,36.7,0.8,60.8,31.0,40.0,25.4,1006.0,36.7,2024,4,1,92,9.0,0,Summer,1,Normal
Andaman and Nicobar Islands,2024-04-01,25.7,0.0,90.2,21.5,31.9,36.6,992.9,25.7,2024,4,1,92,10.399999999999999,0,Summer,1,Low
Chandigarh,2024-04-01,43.9,0.0,39.6,40.6,47.7,15.0,980.3,43.9,2024,4,1,92,7.100000000000001,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-04-01,34.1,1.1,82.4,33.0,38.5,18.9,1010.4,34.46000000000001,2024,4,1,92,5.5,0,Summer,0,Normal
Delhi,2024-04-01,44.9,0.1,15.0,40.8,50.9,31.8,989.8,44.9,2024,4,1,92,10.100000000000001,0,Summer,3,Low
